Marca temporal,¿Cuál es su sexo?,¿Qué edad tiene? ,¿Cuál es su peso? (Ingrese el valor entero en kg ),¿Cuál es su estatura? (Ingrese el valor en cm),¿Qué carrera está estudiando?,¿En qué ciclo académico se encuentra actualmente?,¿En cuántos créditos se ha matriculado este ciclo ?,¿En cuántos cursos se ha matriculado este ciclo?,"¿Cuántas horas a la semana dedica a estudiar, sin contar las horas de clase? (Ingresa el valor en número de horas)",¿Tiene conocimiento sobre la quinua?,¿Consume quinua?,¿A qué factor se debe su no consumo de quinua?,¿Con qué frecuencia consumes quinua?,¿Qué tipo de quinua sueles consumir?,¿Cuál es la principal razón por la que consumes quinua?,¿Dónde sueles comprar la quinua que consumes?,¿Qué tan informado/a estás sobre los beneficios nutricionales de la quinua?,¿Cúal consideras que es el principal beneficio de consumir quinua?,¿Qué prioridad o relevancia le das al consumo de la quinua en comparación con otros alimentos?,¿Consideras que el consumo de quinua puede tener alguna relacion con tu desempeño en los estudios?,¿Cuál es la relación que tiene el consumo de quinua con respecto a los estudios?,¿Cuál es el impacto que tiene la quinua en su salud?,¿Cúal sería su opinión respecto al consumo de quinua?,Puntuación
22/09/2023 16:57:14,Femenino,17,64,1.54,Ingeniería de la energía ,2,22,7,25,Si,Sí,,5,Blanca,Por salud,Tienda,3,Es fácil de incorporar en la dieta,4,5,Me siento mas satisfecho en apetito,Me siento bien en cuanto a salud física,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 16:57:56,Masculino,19,73,1.63,Bioingenieria ,4,20,6,6,No,Sí,,3,Blanca,Por salud,"Supermercado (Wong, Metro, Plaza Vea, etc)",3,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,3,Me siento con mayor energía,He mejorado mis niveles de colesterol y triglicéridos,No habría diferencia si lo incluyes en tu dieta o no,
22/09/2023 17:00:59,Femenino,17,59,150,Bioingeberia,2,7,7,5,Si,Sí,,3,Blanca,Por costumbre,"Supermercado (Wong, Metro, Plaza Vea, etc)",4,Es fácil de incorporar en la dieta,4,2,Me ayuda a estar más atento,Me siento bien en cuanto a salud física,No habría diferencia si lo incluyes en tu dieta o no,
22/09/2023 17:01:04,Femenino,18,52,1.54,Ingenieria industrial ,2,10,5,9,Si,Sí,,4,Blanca,Por salud,"Supermercado (Wong, Metro, Plaza Vea, etc)",5,"Aporta un alto contenido de proteinas, vitaminas y minerales",4,4,Me siento con mayor energía,Me siento bien en cuanto a salud física,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:02:47,Femenino,20,50,152,Ingeniería industrial ,3,21,7,5,Si,Sí,,2,Blanca,Por salud,"Supermercado (Wong, Metro, Plaza Vea, etc)",2,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,3,Me siento con mayor energía,He mejorado mis niveles de colesterol y triglicéridos,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:04:16,Femenino,22,54,152,Ingeniería industrial ,10,12,3,3,Si,Sí,,3,Blanca,Por tradicion,Mercado,4,"Aporta un alto contenido de proteinas, vitaminas y minerales",4,3,Me siento mas satisfecho en apetito,Me siento bien en cuanto a salud física,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:04:32,Femenino,21,78,160,Mecatrónica,5,20,5,16,Si,Sí,,2,Blanca,Por costumbre,"Supermercado (Wong, Metro, Plaza Vea, etc)",2,"Aporta un alto contenido de proteinas, vitaminas y minerales",4,3,Me siento con mayor energía,No me enfermo con mucha frecuencia,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:07:14,Femenino,21,51,1.54,Ingenieria Industrial,5,25,7,5,Si,Sí,,4,Blanca,Por costumbre,Mercado,4,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,3,Me siento con mayor energía,He mejorado mis niveles de colesterol y triglicéridos,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:08:31,Femenino,18,55,1.67,Ingeniería industrial ,3,20,6,15,Si,Sí,No puedo conseguirla,4,Blanca,Por costumbre,Mercado,4,"Aporta un alto contenido de proteinas, vitaminas y minerales",4,3,Me siento con mayor energía,He mejorado mis niveles de colesterol y triglicéridos,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:08:53,Femenino,18,50,1.58,Ingenieria industrial,3,21,6,6,Si,Sí,,3,Blanca,Por tradicion,Tienda,4,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,4,Me siento con mayor energía,He mejorado mis niveles de colesterol y triglicéridos,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:09:41,Masculino,21,69,170,Ciencia de la Computación,5,15,4,5,Si,Sí,,3,Blanca,Por salud,Mercado,3,Ayuda a regular el peso,3,2,Disminuye el cansancio,He podido regular mi peso,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:10:32,Femenino,18,65,156,Ciencia de la Computación,3,22,6,7,No,No,No es fundamental en mi dieta,1,,,,4,Ayuda a prevenir enfermedades,1,1,,,No habría diferencia si lo incluyes en tu dieta o no,
22/09/2023 17:14:35,Femenino,30,52,153,Ingenieria Quimica,3,21,6,8,Si,Sí,,2,Blanca,Por costumbre,"Supermercado (Wong, Metro, Plaza Vea, etc)",2,"Aporta un alto contenido de proteinas, vitaminas y minerales",2,2,Me siento con mayor energía,He podido regular mi peso,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:14:54,Masculino,17,60,172,Ciencia de Datos,2,21,6,6,Si,Sí,,2,Blanca,Por salud,"Supermercado (Wong, Metro, Plaza Vea, etc)",2,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,3,Entiendo mejor las clases,No me enfermo con mucha frecuencia,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:15:56,Masculino,18,63,165,mecatrónica,3,18,5,6,Si,Sí,,3,Roja,Por salud,Mercado,4,Ayuda a prevenir enfermedades,4,3,Disminuye el cansancio,He mejorado mis niveles de colesterol y triglicéridos,No habría diferencia si lo incluyes en tu dieta o no,
22/09/2023 17:18:49,Femenino,18,59,160,Ciencia de la computación,3,22,6,10,No,No,No me gusta el sabor,2,Blanca,Por costumbre,Mercado,2,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,3,Me siento con mayor energía,He mejorado mis niveles de colesterol y triglicéridos,No habría diferencia si lo incluyes en tu dieta o no,
22/09/2023 17:18:55,Masculino,20,72,176,Ambiental,8,20,6,4,No,Sí,,3,Blanca,Por sabor,"Supermercado (Wong, Metro, Plaza Vea, etc)",3,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,3,Me siento con mayor energía,Me siento bien en cuanto a salud física,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:26:26,Mapache ,20,60,165,Ciencias de la computación ,3,6,6,20,Si,Sí,No puedo conseguirla,3,Roja,Por tradicion,Mercado,5,Ayuda a regular el peso,4,3,Me siento con mayor energía,He mejorado mis niveles de colesterol y triglicéridos,No habría diferencia si lo incluyes en tu dieta o no,
22/09/2023 17:28:17,Masculino,19,81,1.80,Ing mecánica ,3,21,6,24,Si,Sí,,4,Negra,Por sabor,Mercado,3,En ideal cuando se hace deporte,3,3,Me siento con mayor energía,He mejorado mis niveles de colesterol y triglicéridos,No habría diferencia si lo incluyes en tu dieta o no,
22/09/2023 17:30:18,Masculino,18,64,162,Admin,3,22,6,2,Si,Sí,,3,Roja,Por tradicion,Mercado,3,Es fácil de incorporar en la dieta,4,3,Me siento mas satisfecho en apetito,He podido regular mi peso,"No es necesario incluirlo en nuestra dieta, ya hay mucho aliemntos que nos aportan lo mismo",
22/09/2023 17:35:16,Femenino,19,60,1.49,Ciencias de la Computación ,3,24,7,15,Si,Sí,,1,Blanca,Por salud,Mercado,5,"Aporta un alto contenido de proteinas, vitaminas y minerales",5,5,Me ayuda a estar más atento,Me siento bien en cuanto a salud física,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:35:30,Masculino,19,58,1.71,Computer Cience,3,20,6,24,No,Sí,,3,Blanca,Por salud,Mercado,3,En ideal cuando se hace deporte,3,3,Disminuye el cansancio,He notado mejorías en mi piel,No habría diferencia si lo incluyes en tu dieta o no,
22/09/2023 17:35:47,Femenino,17,60,165,Ciencias de la computación,3,21,7,8,Si,Sí,,3,Blanca,Por tradicion,"Supermercado (Wong, Metro, Plaza Vea, etc)",3,Ayuda a prevenir enfermedades,3,3,Disminuye el cansancio,He podido regular mi peso,No habría diferencia si lo incluyes en tu dieta o no,
22/09/2023 17:37:03,Masculino,19,120,180,Ingeniería Industrial,3,22,7,28,Si,Sí,,3,Roja,Por sabor,Carretilla,5,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,5,Me siento con mayor energía,Me siento bien en cuanto a salud física,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:38:04,Femenino,19,75,1.56,Ingeniería Industrial ,3,22,7,28,Si,Sí,,3,Roja,Por tradicion,"Supermercado (Wong, Metro, Plaza Vea, etc)",3,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,3,Me siento con mayor energía,Me siento bien en cuanto a salud física,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:51:35,Femenino,20,68,162,Ingeniería Civil,7,23,7,7,Si,Sí,,3,Blanca,Por tradicion,Mercado,4,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,3,Me siento con mayor energía,Me siento bien en cuanto a salud física,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:57:05,Masculino,19,59,160,Bioingeniería ,6,18,6,2,No,No,No se prepararla,1,,,,1,,1,1,,,No habría diferencia si lo incluyes en tu dieta o no,
22/09/2023 17:57:52,Masculino,19,71,177,Bioingenieria ,6,18,5,2,Si,No,No se prepararla,1,Blanca,Por salud,"Supermercado (Wong, Metro, Plaza Vea, etc)",3,En ideal cuando se hace deporte,2,3,Me siento con mayor energía,Me siento bien en cuanto a salud física,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:58:14,Masculino,23,75,170,Ingeniería mecánica ,6,15,4,28,Si,Sí,,5,Blanca,Por salud,Tienda,5,"Aporta un alto contenido de proteinas, vitaminas y minerales",5,5,Me ayuda a estar más atento,Me siento bien en cuanto a salud física,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 17:59:17,Masculino,22,65,165,Ingeniería Civil ,6,22,6,5,Si,Sí,,4,Blanca,Por costumbre,Mercado,3,"Aporta un alto contenido de proteinas, vitaminas y minerales",5,4,Me siento con mayor energía,He mejorado mis niveles de colesterol y triglicéridos,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:02:25,Masculino,23,86,178,bioingenieria ,6,24,7,20,Si,Sí,,3,Blanca,Por sabor,"Supermercado (Wong, Metro, Plaza Vea, etc)",4,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,4,Me siento con mayor energía,He mejorado mis niveles de colesterol y triglicéridos,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:02:45,Masculino,23,83,170,Mecanica,7,21,6,16,Si,Sí,,5,Blanca,Por sabor,"Supermercado (Wong, Metro, Plaza Vea, etc)",5,"Aporta un alto contenido de proteinas, vitaminas y minerales",5,5,Me siento con mayor energía,No me enfermo con mucha frecuencia,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:06:07,Masculino,18,48,159,Ingeniería civil ,1,20,7,6,No,Sí,,2,Blanca,Por costumbre,Tienda,1,"Aporta un alto contenido de proteinas, vitaminas y minerales",1,2,Me siento con mayor energía,No me enfermo con mucha frecuencia,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:06:36,Masculino,24,89,1.70,Ing. Mecánica ,2,15,4,60,Si,Sí,No me gusta el sabor,3,Blanca,Todas la anteriores ,Todas las anteriores ,4,Es fácil de incorporar en la dieta,3,4,Disminuye el cansancio,No me enfermo con mucha frecuencia,No habría diferencia si lo incluyes en tu dieta o no,
22/09/2023 18:06:37,Masculino,20,60,165,ING civil,1,20,7,2,Si,Sí,No se prepararla,2,Blanca,Por salud,Mercado,3,"Aporta un alto contenido de proteinas, vitaminas y minerales",4,4,Me siento mas satisfecho en apetito,He mejorado mis niveles de colesterol y triglicéridos,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:06:45,Masculino,20,60,174,Ingeniería civil ,1,20,7,20,Si,Sí,,3,Blanca,Por tradicion,Mercado,3,Es fácil de incorporar en la dieta,2,3,Me siento mas satisfecho en apetito,No me enfermo con mucha frecuencia,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:06:49,Femenino,19,54,1.54,Ingeniería civil ,1,20,7,6,Si,No,No se prepararla,2,Blanca,Por salud,Mercado,3,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,3,Me siento con mayor energía,He mejorado mis niveles de colesterol y triglicéridos,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:06:55,Masculino,18,68,172,Ingeniería civil ,1,20,7,35,Si,Sí,,2,Blanca,Por salud,Mercado,3,"Aporta un alto contenido de proteinas, vitaminas y minerales",4,5,Me siento mas satisfecho en apetito,Me siento bien en cuanto a salud física,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:09:39,Masculino,20,65,176,CS,6,15,3,6,No,No,No es fundamental en mi dieta,,,,,,,,,,,,
22/09/2023 18:10:56,Masculino,18,73,175,Ciencias de la computación ,4,20,6,6,Si,Sí,,2,Blanca,Por costumbre,"Supermercado (Wong, Metro, Plaza Vea, etc)",4,"Aporta un alto contenido de proteinas, vitaminas y minerales",2,2,Me siento mas satisfecho en apetito,He mejorado mis niveles de colesterol y triglicéridos,"No es necesario incluirlo en nuestra dieta, ya hay mucho aliemntos que nos aportan lo mismo",
22/09/2023 18:13:16,Masculino,18,56,1.73,Ciencias de la computacion,4,20,6,6,Si,Sí,,3,Blanca,Por costumbre,"Supermercado (Wong, Metro, Plaza Vea, etc)",3,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,4,Me siento mas satisfecho en apetito,Me siento bien en cuanto a salud física,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:13:27,Masculino,18,70,174,Ciencia de la Computación ,4,21,6,25,Si,Sí,,3,Blanca,Por salud,Mercado,3,Ayuda a prevenir enfermedades,3,3,Me siento con mayor energía,Me siento bien en cuanto a salud física,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:14:19,Femenino,19,59,1.60,Ingeniería Ambiental ,3,20,6,20,Si,Sí,,4,Blanca,Por sabor,Tienda,3,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,3,Me ayuda a estar más atento,He podido regular mi peso,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:14:55,Femenino,20,60,170,Ingeniería Ambiental ,3,19,6,30,Si,Sí,,1,Blanca,Por salud,"Supermercado (Wong, Metro, Plaza Vea, etc)",2,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,4,Me siento con mayor energía,He mejorado mis niveles de colesterol y triglicéridos,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:18:23,Masculino,22,58,169,Electrónica ,3,20,6,15,Si,Sí,,4,Blanca,Por costumbre,Mercado,4,Es fácil de incorporar en la dieta,4,2,Me siento mas satisfecho en apetito,Me siento bien en cuanto a salud física,No habría diferencia si lo incluyes en tu dieta o no,
22/09/2023 18:19:03,Masculino,21,62,1.72,Ciencias de la computación ,3,23,7,31,Si,Sí,,3,Roja,Para desayunar,Carrito,1,"Aporta un alto contenido de proteinas, vitaminas y minerales",2,1,Me siento mas satisfecho en apetito,No me enfermo con mucha frecuencia,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:20:53,Femenino,19,60,165,Ingeniería civil ,3,21,6,10,Si,Sí,No puedo conseguirla,2,Blanca,Por salud,Tienda,3,Ayuda a prevenir enfermedades,3,4,Me siento con mayor energía,He notado mejorías en mi piel,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 18:21:51,Masculino,18,72,172,Mecatronica,5,20,5,2,Si,Sí,,3,Blanca,Por sabor,Mercado,4,"Aporta un alto contenido de proteinas, vitaminas y minerales",4,4,Me siento mas satisfecho en apetito,He notado mejorías en mi piel,No habría diferencia si lo incluyes en tu dieta o no,
22/09/2023 18:23:35,Masculino,21,70,171,Ingeniería Mecatrónica ,6,22,6,10,Si,Sí,,2,Blanca,Por salud,Tienda,5,Es fácil de incorporar en la dieta,4,4,Me siento mas satisfecho en apetito,Me siento bien en cuanto a salud física,"No es necesario incluirlo en nuestra dieta, ya hay mucho aliemntos que nos aportan lo mismo",
22/09/2023 18:26:24,Masculino,19,48,160,Ing. Mecatrónica,6,24,7,6,Si,Sí,No puedo conseguirla,2,Blanca,Por salud,"Supermercado (Wong, Metro, Plaza Vea, etc)",4,"Aporta un alto contenido de proteinas, vitaminas y minerales",4,4,Disminuye el cansancio,No me enfermo con mucha frecuencia,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
22/09/2023 23:52:16,Femenino,21,67,165,Ingeniería mecánica,6,16,4,6,Si,No,No es fundamental en mi dieta,,,,,,,,,,,,
23/09/2023 10:45:20,Femenino,20,56,162,Ing Ambiental ,5,19,6,5,Si,Sí,,4,Roja,Por sabor,Mercado,4,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,3,Me ayuda a estar más atento,No me enfermo con mucha frecuencia,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
23/09/2023 23:49:47,Masculino,21,65,63,Ingeniería Civil,7,25,7,25,Si,Sí,,3,Blanca,Por sabor,Mercado,3,"Aporta un alto contenido de proteinas, vitaminas y minerales",3,3,Me siento con mayor energía,He mejorado mis niveles de colesterol y triglicéridos,Es un alimento esencial que debemos incluir en nuestra dieta debido a su gran contenido nutricional,
